Unnamed: 0,Position,Rating,Pace,Acceleration,Sprint Speed,Shooting,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Passing,Vision,Crossing,FK. Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Dribbling.1,Composure,Defending,Interceptions,Heading Accuracy,Marking,Standing Tackle,Sliding Tackle,Physicality,Jumping,Stamina,Strength,Aggression,Name,Club,Nation,League,Skills,Weak Foot,Intl. Rep,Foot,Height,Weight,Revision,Def. WR,Att. WR,Origin,Version,PS4 Games Played,Days in game,Acrobat,Aerial Threat,Clinical Finisher,Complete Defender,Complete Forward,Crosser,Distance Shooter,Dribbler,FK Specialist,Midfielder,Play Maker,Poacher,Speedster,Strength Spec,Tackler,Tactician,Avoids Using Weaker Foot,Backs Into Player,Chip Shot,Corner Specialist,Crosser - Early Crosser,Dives Into Tackles,Dribbler - Speed Dribbler,Flair,GK One On One,Giant Throw In,Injury Prone,Leadership,Long Throw,Long Thrower,One Club Player,Passing - Long Passer,Playmaker,Power Header,Puncher,Pushes Up For Corners,Selfish,Shooting - Chip Shot,Shooting - Finesse Shot,Shooting - Long Shot Taker,Sweeper Keeper,Takes Finesse Style Free Kicks,Takes Powerful Driven Free Kicks,Target Forward,Technical Dribbler,Tries To Beat Defensive Line,Ultimate Professional,games_day
1910,RM,74,81,83,79,70,66,68,77,74,64,64,68,68,75,45,71,61,71,76,80,84,71,75,76,68,32,29,58,24,33,30,54,48,67,58,27,Cengiz Ünder,Roma,Turkey,Calcio A,3,4,1,Left,173,66,Normal,Med,High,N\A, silver,14498,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,40.61064426
1935,RM,74,68,66,69,67,72,62,72,70,60,77,76,74,75,77,78,76,78,73,69,74,72,78,73,68,43,48,62,36,43,37,54,50,66,47,59,Yann Jouffre,Football Club de Metz,France,Ligue 1 Conforama,3,4,2,Left,176,74,Normal,Med,Low,N\A, silver,581,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1.62745098
1942,LM,74,73,69,76,71,74,72,72,70,65,71,69,69,72,60,68,69,73,80,82,84,72,80,80,73,47,37,44,47,55,50,55,78,51,50,67,Gökdeniz Karadeniz,Rubin Kazan,Turkey,Russian Football Premier League,3,3,2,Right,168,68,Normal,Med,High,N\A, silver,803,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,2.24929972
1951,LM,74,73,76,71,72,71,72,77,66,76,77,70,71,68,49,75,71,67,75,79,76,76,75,75,78,51,41,76,51,53,42,70,74,70,75,56,Yoan Gouffran,Göztepe SK,France,Süper Lig,3,3,2,Right,176,76,Normal,Med,Med,N\A, silver,573,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.605042017
1968,RM,74,73,76,71,68,74,65,65,75,66,71,74,61,81,76,73,78,83,78,77,69,71,74,78,76,41,42,46,35,46,38,59,59,65,57,58,Bruno Alexandre Vilela Gama,RC Deportivo,Portugal,LaLiga Santander,3,4,1,Right,175,72,Normal,Low,Med,N\A, silver,2855,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7.99719888
1972,LM,74,83,76,89,73,70,69,88,70,69,65,69,66,73,73,70,64,67,78,70,59,72,75,78,67,28,33,57,18,28,20,78,65,73,85,72,Tiago Manuel Dias Correia,SD Eibar,Portugal,LaLiga Santander,3,4,1,Right,190,83,Normal,Low,Med,N\A, silver,3347,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,9.37535014
1980,RM,74,67,65,68,70,70,69,75,68,71,72,75,76,74,69,77,74,76,76,73,73,74,77,76,77,59,62,61,59,60,52,58,64,65,61,41,Morgan Amalfitano,Stade Rennais FC,France,Ligue 1 Conforama,3,4,2,Right,176,68,Normal,Med,Med,N\A, silver,852,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.386554622
1985,RM,74,89,89,89,71,76,67,78,73,67,65,66,65,69,58,72,57,59,76,87,83,65,76,76,55,28,31,69,21,21,24,60,73,71,61,41,Serge Gakpé,Amiens SC,Togo,Ligue 1 Conforama,3,3,2,Right,177,79,Normal,Low,High,N\A, silver,8514,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8487395
2008,LM,74,81,81,81,61,68,63,59,59,61,52,70,72,68,66,77,56,63,79,91,90,65,71,79,73,35,46,43,22,39,31,51,60,81,33,55,Jahmir Hyka,San Jose Earthquakes,Albania,Major League Soccer,3,3,1,Right,169,62,Normal,Low,Med,N\A, silver,3357,357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,9.403361345
2011,LM,74,75,73,77,75,78,70,82,77,80,71,72,71,68,77,74,71,79,68,79,68,74,75,68,68,55,53,76,53,55,45,75,80,75,71,84,Shkëlzen Gashi,Colorado Rapids,Albania,Major League Soccer,3,3,1,Left,182,75,Normal,Med,High,N\A, silver,1710,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4.789915966000001
2012,RM,74,71,74,68,74,74,72,80,75,78,64,70,74,72,68,72,59,75,78,79,78,73,77,78,68,33,35,61,23,33,27,58,69,63,50,70,Sidney Sam,VfL Bochum 1848,Germany,Bundesliga 2,3,3,2,Left,174,71,Normal,Low,Med,N\A, silver,1452,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.067226891000001
2017,LM,74,76,77,75,74,71,71,78,77,70,75,72,68,74,76,72,71,80,75,72,56,72,76,75,72,54,57,56,50,55,51,68,64,74,73,50,Lazaros Christodoulopoulos,AEK Athens,Greece,Hellas Liga,3,4,1,Right,183,78,Normal,Med,High,N\A, silver,2876,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8.056022409
2024,LM,74,93,93,93,65,71,68,68,58,68,54,63,54,75,49,69,52,65,78,83,80,70,72,78,64,28,20,56,15,37,24,64,65,79,58,58,Marcel Heller,FC Augsburg,Germany,Bundesliga,3,2,2,Right,175,70,Normal,Med,High,N\A, silver,17334,357,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48.55462185
2041,RM,74,80,82,78,67,72,64,71,70,62,68,71,74,73,72,70,65,66,78,79,76,70,76,78,65,36,39,54,36,30,25,58,68,68,58,45,Mathieu Dossevi,Football Club de Metz,Togo,Ligue 1 Conforama,3,4,1,Right,172,65,Normal,Med,High,N\A, silver,913,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.557422969
2044,LM,74,73,75,72,63,70,58,67,71,62,58,74,74,79,57,75,75,54,75,76,74,76,75,75,71,64,46,53,71,72,69,67,73,64,70,62,Vincent Bessat,Stade Malherbe Caen,France,Ligue 1 Conforama,3,2,1,Left,178,73,Normal,Med,High,N\A, silver,549,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.537815126
2045,RM,74,83,84,82,68,74,68,73,68,59,57,69,66,69,65,71,67,73,75,74,76,67,77,75,74,41,47,60,32,41,35,71,75,71,72,67,Djalma Braume Manuel Abel Campos,PAOK,Angola,Hellas Liga,3,3,2,Right,176,75,Normal,Med,High,N\A, silver,998,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.7955182069999998
2050,LM,74,79,79,79,67,67,62,74,71,61,66,73,69,78,76,73,72,75,72,75,70,74,72,72,71,67,73,57,67,68,64,74,74,77,72,74,Konstantin Rausch,1. FC Köln,Germany,Bundesliga,3,4,2,Left,182,80,Normal,Med,Med,N\A, silver,2053,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5.75070028
2054,RM,74,87,86,87,67,71,68,71,64,59,65,68,72,71,53,68,64,63,75,74,62,71,73,75,65,42,61,49,33,41,26,67,72,73,68,55,Albert Adomah,Aston Villa,Ghana,EFL Championship,4,3,1,Right,182,74,Normal,Med,Med,N\A, silver,2352,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5882352939999995
2064,LM,74,75,83,69,64,74,65,63,59,66,64,73,77,62,72,74,75,80,73,80,93,73,74,73,64,23,33,39,20,17,12,57,32,73,50,59,Frédéric Sammaritano,Dijon FCO,France,Ligue 1 Conforama,3,4,1,Right,162,65,Normal,Med,High,N\A, silver,1550,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.341736695
2066,LM,74,72,67,77,65,73,69,66,64,57,26,72,74,75,57,73,70,72,68,62,54,77,70,68,70,69,74,47,66,74,74,75,33,87,68,88,Kevin Großkreutz,SV Darmstadt 98,Germany,Bundesliga 2,2,3,2,Right,186,77,Normal,High,High,N\A, silver,2268,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.352941176
2068,LM,74,74,75,74,66,61,69,59,68,62,69,72,72,63,80,74,71,83,80,88,90,70,82,80,61,30,33,47,26,28,23,61,78,74,58,48,Daniel Pacheco Lobato,Getafe CF,Spain,LaLiga Santander,3,3,1,Right,168,65,Normal,Low,High,N\A, silver,1844,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,5.165266106
2075,LM,74,85,79,90,70,72,71,72,66,58,72,65,62,71,65,67,56,67,79,84,76,70,77,79,65,27,35,46,19,21,35,66,71,78,56,76,Fidel Chaves de la Torre,UD Almería,Spain,LaLiga 1 I 2 I 3,3,2,1,Left,180,73,Normal,Low,High,N\A, silver,1876,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.254901961
2076,RM,74,78,77,78,68,68,68,72,70,64,56,73,70,75,73,76,70,73,75,82,76,67,76,75,51,25,31,56,20,20,15,60,72,70,62,39,Tunay Torun,Medipol Başakşehir FK,Turkey,Süper Lig,3,5,1,Right,176,72,Normal,Med,High,N\A, silver,336,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9411764709999999
2081,RM,74,82,80,84,66,72,68,67,63,60,59,69,72,65,55,75,58,71,83,77,75,67,74,83,70,36,42,55,28,36,33,64,71,71,65,49,Jaime Romero Gómez,Córdoba CF,Spain,LaLiga 1 I 2 I 3,3,2,1,Left,176,77,Normal,Low,High,N\A, silver,949,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.658263305
2083,RM,74,76,76,76,71,77,69,74,70,76,66,71,75,64,65,74,68,75,74,82,84,75,74,74,73,57,58,61,52,63,46,68,48,81,59,77,Olcay Şahan,Trabzonspor,Turkey,Süper Lig,3,4,1,Right,179,71,Normal,Med,Med,N\A, silver,469,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.31372549
2101,RM,74,79,78,79,70,73,69,73,71,61,63,69,67,71,62,70,67,71,77,79,79,73,75,77,61,39,37,57,33,40,42,63,74,67,58,69,Yasin Öztekin,Galatasaray SK,Turkey,Süper Lig,3,3,1,Right,179,70,Normal,Low,High,N\A, silver,1161,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3.25210084
2107,LM,74,77,79,76,68,72,71,63,70,62,59,71,73,70,60,72,69,71,80,79,80,65,75,80,72,30,34,41,28,27,21,43,33,66,37,30,Takashi Usami,Fortuna Düsseldorf,Japan,Bundesliga 2,4,3,2,Right,178,69,Normal,Med,Med,N\A, silver,2232,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.25210084
2116,LM,74,80,81,79,68,68,72,60,66,65,70,73,73,70,65,75,74,71,73,70,68,68,74,73,65,52,47,67,43,59,55,63,63,66,65,55,Vladislav Ignatiev,Lokomotiv Moscow,Russia,Russian Football Premier League,3,4,1,Right,180,72,Normal,Med,Med,N\A, silver,1096,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3.0700280110000002
2117,LM,74,68,67,68,72,71,70,78,75,71,59,73,72,74,63,75,73,71,73,69,66,75,75,73,70,71,73,66,69,72,71,73,70,73,73,72,Paul Lasne,Montpellier Hérault SC,France,Ligue 1 Conforama,3,3,1,Left,186,77,Normal,Med,Med,N\A, silver,457,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.280112045
2121,RM,74,87,85,89,71,74,73,73,63,68,70,68,69,70,73,68,58,77,74,86,68,73,71,74,67,32,35,63,28,26,29,69,88,74,64,69,Juan Villar Vázquez,CD Tenerife,Spain,LaLiga 1 I 2 I 3,3,4,1,Right,180,71,Normal,Low,High,N\A, silver,1945,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5.448179272000001
2123,LM,74,66,70,63,73,68,71,79,77,66,59,75,74,76,72,76,74,81,75,76,74,75,76,75,73,41,48,69,30,41,34,66,60,71,62,71,Miguel Jesus Rosa,CF Os Belenenses,Portugal,Liga NOS,3,3,1,Right,176,70,Normal,Med,High,N\A, silver,228,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.638655462
2136,LM,74,85,85,85,65,68,67,64,65,55,58,68,67,69,58,73,64,62,80,87,83,65,76,80,63,30,24,43,32,31,25,56,70,72,55,37,Florian Kainz,SV Werder Bremen,Austria,Bundesliga,4,4,1,Right,176,71,Normal,Med,High,N\A, silver,6245,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.492997199999998
2149,LM,74,75,72,78,67,73,67,69,65,59,65,69,70,73,66,69,66,68,79,75,73,72,73,79,71,58,51,71,59,56,60,74,72,76,70,80,James McClean,West Bromwich Albion,Republic of Ireland,Premier League,4,2,2,Left,180,70,Normal,High,High,N\A, silver,4343,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.16526611
2172,RM,74,91,93,89,65,68,66,68,62,58,67,69,73,73,61,69,62,66,75,92,88,66,74,75,67,24,15,47,27,23,15,59,66,73,61,34,James Forrest,Celtic,Scotland,Scottish Premiership,3,2,1,Right,175,67,Normal,Med,Med,N\A, silver,11881,357,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.28011204
2180,LM,74,74,72,75,73,67,73,78,71,63,68,75,75,75,78,75,72,76,75,79,76,68,75,75,70,47,46,57,46,48,39,62,55,64,65,55,Diego Rigonato Rodrigues,Stade de Reims,Brazil,Domino’s Ligue 2,4,2,2,Left,178,79,Normal,Med,Med,N\A, silver,1290,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3.613445378
2184,LM,74,82,84,81,65,76,69,65,59,57,53,63,70,71,36,66,49,53,77,91,87,63,75,77,68,26,38,53,22,19,13,67,83,84,60,59,Rasmus Falk Jensen,FC København,Denmark,Alka Superliga,3,4,1,Right,177,67,Normal,Med,High,N\A, silver,1874,357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.24929972
2185,LM,74,82,83,81,70,68,65,75,76,66,73,67,60,73,79,67,63,78,78,84,91,78,77,78,67,37,35,62,29,38,35,57,71,71,45,66,Gabriel Torje,Kardemir Karabükspor,Romania,Süper Lig,3,4,1,Right,168,71,Normal,Low,High,N\A, silver,775,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.170868347
2189,RM,74,75,76,75,68,75,67,74,68,60,63,71,70,72,77,73,62,76,73,77,79,74,75,73,71,61,62,56,57,65,62,74,65,80,72,73,Jonathan Schmid,FC Augsburg,France,Bundesliga,3,3,2,Right,179,79,Normal,High,Med,N\A, silver,1302,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.6470588239999997
2193,LM,74,75,85,67,72,72,73,77,71,61,61,68,73,66,66,71,56,76,82,87,64,74,70,82,75,62,61,57,60,66,59,68,63,78,64,69,Justin Meram,Columbus Crew SC,Iraq,Major League Soccer,4,4,1,Right,185,75,Normal,High,Med,N\A, silver,2122,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5.943977591
2203,LM,74,71,70,71,72,70,72,73,72,74,73,72,73,72,76,74,67,75,74,74,64,72,77,74,76,34,32,53,25,32,47,58,44,75,56,44,Lucas Domingues Piazon,Fulham,Brazil,EFL Championship,3,4,1,Right,182,73,Normal,Med,Med,N\A, silver,2594,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.266106442999999
2216,RM,74,65,69,61,74,74,77,73,72,65,72,73,73,71,68,74,70,81,81,67,73,72,77,81,82,36,35,61,24,42,36,64,66,65,68,51,Aleksandar Katai,D. Alavés,Serbia,LaLiga Santander,3,4,1,Right,182,70,Normal,Low,Med,N\A, silver,808,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.263305322
2223,LM,74,71,73,69,67,69,68,68,69,59,59,74,71,75,59,80,69,80,76,77,80,68,75,76,66,44,51,54,35,47,34,64,73,77,61,52,Moisés Gómez Bordonado,R. Sporting,Spain,LaLiga 1 I 2 I 3,3,5,1,Right,176,71,Normal,Med,High,N\A, silver,802,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.246498599
2225,RM,74,79,78,79,71,71,73,74,68,64,62,70,72,68,71,69,68,72,76,77,79,73,77,76,69,32,26,65,27,26,39,56,69,73,46,58,Facundo Pereyra,Club Necaxa,Argentina,LIGA Bancomer MX,4,2,1,Left,172,70,Normal,Low,Med,N\A, silver,378,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.058823529
2233,LM,74,78,79,78,64,70,61,65,71,66,59,71,71,69,56,75,71,62,77,72,75,69,77,77,64,55,55,49,55,57,54,70,55,77,74,54,Robin Quaison,1. FSV Mainz 05,Sweden,Bundesliga,3,3,1,Right,184,77,Normal,Med,Med,N\A, silver,1159,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2464985989999997
2236,RM,74,93,93,93,72,66,71,80,70,69,67,63,65,67,48,67,55,56,76,79,63,69,70,76,69,36,45,58,30,30,28,68,82,84,59,69,Fahad Al Muwallad,Al Ittihad,Saudi Arabia,Dawry Jameel,3,3,1,Right,167,59,Normal,Med,High,N\A, silver,58049,357,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,162.6022409
2241,LM,74,78,79,78,68,77,66,69,73,63,59,67,68,71,69,67,58,65,76,80,76,78,75,76,65,30,29,51,22,32,29,60,37,76,60,44,Renato João Saleiro Santos,Boavista FC,Portugal,Liga NOS,4,3,1,Right,177,75,Normal,Med,Med,N\A, silver,582,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.630252101
2243,LM,74,89,90,89,71,65,70,81,69,57,62,64,66,68,56,67,54,65,84,84,89,68,75,84,72,31,38,47,20,35,24,65,79,73,57,72,Darwin Machís,Granada CF,Venezuela,LaLiga 1 I 2 I 3,4,4,1,Right,169,74,Normal,Med,High,N\A, silver,3218,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.014005602000001
2244,RM,74,77,77,77,66,66,69,64,65,58,64,68,68,67,53,72,66,63,82,87,76,59,79,82,68,37,35,52,38,33,39,66,67,74,65,60,Louis Schaub,SK Rapid Wien,Austria,Österreichische Fußball-Bundesliga,3,3,1,Left,177,70,Normal,Med,High,N\A, silver,1524,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4.268907563
2250,RM,74,88,87,89,74,77,76,79,69,72,64,67,69,63,59,71,64,66,75,91,81,71,72,75,68,27,29,64,20,22,21,51,40,67,43,55,Corentin Jean,Toulouse Football Club,France,Ligue 1 Conforama,2,3,1,Right,170,65,Normal,Med,High,N\A, silver,7286,357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20.40896359
2255,RM,74,77,78,76,70,71,71,70,72,63,67,72,76,71,65,74,68,66,74,71,71,68,72,74,64,48,59,58,46,40,43,70,49,80,67,68,Alexandru Chipciu,RSC Anderlecht,Romania,Belgium Pro League,3,4,1,Right,177,73,Normal,High,High,N\A, silver,3683,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.31652661
2261,LM,74,85,83,86,68,71,67,77,62,62,72,66,67,72,31,68,62,69,77,75,72,71,76,77,60,38,37,61,25,46,36,66,51,67,67,68,Ivan Cavaleiro,Wolverhampton Wanderers,Portugal,EFL Championship,4,4,1,Right,175,73,Normal,Med,High,N\A, silver,3653,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10.232493
2273,LM,74,75,77,74,61,69,63,67,54,48,56,66,75,52,40,80,57,50,83,77,76,74,83,83,70,28,24,42,29,26,23,65,50,70,72,46,Alex Iwobi,Arsenal,Nigeria,Premier League,3,3,1,Right,180,75,Normal,Med,Med,N\A, silver,30221,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,84.65266106
2279,LM,74,91,89,92,69,70,70,71,67,70,54,66,65,71,40,68,66,61,76,87,69,73,73,76,72,23,21,51,16,23,23,62,56,62,63,59,Luis Quiñones,Lobos B.U.A.P.,Colombia,LIGA Bancomer MX,3,4,1,Left,178,70,Normal,Med,High,N\A, silver,1422,357,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.983193277
2286,RM,74,91,92,90,74,73,72,81,74,70,60,64,68,60,55,66,60,66,74,89,87,70,75,74,69,33,38,60,21,34,30,60,54,77,50,65,Héctor Villalba,Atlanta United,Argentina,Major League Soccer,3,4,1,Right,172,75,Normal,Med,High,N\A, silver,31494,357,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,88.21848739
